,title,link,description,long_description,id,keyword_set
469,bigg boss gawhar khan defends aseem riaz second gali de toh aseem poked de de toh mistake video,https://www.newspointapp.com/english-news/publisher-spotboye/top-news/bigg-boss-13-gauahar-khan-defends-asim-riaz-dusre-gali-de-toh-asim-ne-poke-kiya-aur-yeh-de-toh-iski-galti-video/articleshow/14504820aa3ab7ce192811cf22167dd72e6c6106,gauahar khan staunch asim riaz supporter often shares two cents issues regarding inside bigg boss house recent episode saw asim riaz losing cool,,6908 ,"['de de toh', 'bigg boss 13', ""mistake ?'"", 'two cents', 'often shares', 'issues regarding', 'gauahar khan']"
470,maradu residents meet kerala minister end strike,https://timesofindia.indiatimes.com/city/kochi/maradu-residents-meet-kerala-minister-end-strike/articleshow/73078929.cms,kochi action council residents living nearby alfa serene apartment maradu began indefinite hunger strike demanding protection homes ended strike thursday night,,4240 ,"['end strike', 'thursday night', 'action council']"
471,rajasthan govt ponders wage slips nrega workers,https://timesofindia.indiatimes.com/city/jaipur/rajasthan-govt-ponders-wage-slips-for-nrega-workers/articleshow/73078747.cms,jaipur mgnrega workers rajasthan may start getting wage pay slips working scheme bid empower labourers states mgnrega department mulling introducing wa,jaipur mgnrega workers rajasthan may start getting wage pay slips working scheme bid empower labourers states mgnrega department mulling introducing wage slips issued proof employment rajasthan introduces wage slips mgnrega workers first state country person working scheme must know much wage earned make provision mgnrega workers requires planning action plan worked become reality new idea wish execute said states mgnrega commissioner c kishan inititative labourers empowered apart also ensure per cent mates working sites women currently percentage wherever self help groups shgs strong areas female mates added calling positive move social activist nikhil dey said central governments order wage slips already exists state government must done help transparency cutting corruption important step,6339 ,"['nrega workers', 'introducing wa ...', 'pay slips', 'mgnrega workers', 'mgnrega department']"
472,prime minister japan visit india,https://dhinasari.com/india-news/124593-prime-minister-of-japan-to-visit-india.html,prime minister japan shinzo abe planned visit india th th december discuss security treaty acsa india japan relationship two countries,prime minister japan shinzo abe planned visit india th th december discuss security treaty acsa india japan relationship two countries,5563 ,"['visit india', 'prime minister', 'two countries ...', 'japan shinzo abe', 'visit india', 'security treaty', 'prime minister', '17th december']"
473,killed including boyfriend,https://www.newspointapp.com/tamil-news/publisher-seithisolai-tamil/top-news/articleshow/1450482021ea9894f98ca1c21848fdcc5e8dcea9,shocking incident kanyakumari womans boyfriend killed building contractor protest love shocked kanyakumari district,shocking incident kanyakumari womans boyfriend killed building contractor protest love shocked kanyakumari district,3273 ,"['including boyfriend …', '2 killed', 'shocking incident', 'kanyakumari district', 'building contractor', 'boyfriend killed']"
474,guy bangalore iphone photography award,https://www.newspointapp.com/kannada-news/publisher-kannadadunia-kannada/top-news/articleshow/14504820f2493a65011a6aabe3e52b3a589bcfb2,bangalore based photographer tops sunset category apple photography year published ipp awards website srikumar krishnan based bangalore,bangalore based photographer tops sunset category apple photography year published ipp awards website srikumar krishnan based bangalore,5973 ,"['iphone photography award', 'srikumar krishnan based', 'ipp awards website', 'based photographer tops', 'sunset category', 'apple photography']"
475,sbi looks divest stake nse,https://www.newspointapp.com/english-news/publisher-toi/business/sbi-looks-to-divest-1-stake-in-nse/articleshow/145048202468c2ee85624e6c7e5a15ecc26b4ae7,mumbai sbi looking sell stake national stock exchange nse lender sought bids eligible entities holding lakh shares estimated worth rs,,857 ,"['sbi looks', 'divest 1', 'rs 50 ...', 'national stock exchange', '50 lakh shares', 'sought bids', 'nse ).', 'eligible entities']"
476,sport bani hai durga official trailer,https://timesofindia.indiatimes.com/videos/entertainment/hindi/sukannya-bani-hai-durga-official-trailer/videoshow/73081196.cms,watch official trailer hindi movie sukanya bani hai durga starring manoj bakshi rizwan khan sukanya bani hai durga movie directed rizwan denial produced rizwan khan kno,,5187 ,"['bani hai durga', 'official trailer', 'starring manoj bakshi', 'rizwan khan', 'rizwan denial', 'official trailer', 'kno ...', 'hindi movie']"
477,president gotabaya rajapaksa inaugurates sri lanka parliament,https://timesofindia.indiatimes.com/world/south-asia/president-gotabaya-rajapaksa-inaugurates-sri-lanka-parliament/articleshow/73081186.cms,colombo sri lankan president gotabaya rajapaksa friday emphasised stronger ties countries outlined governments vision inaugurated fourth sessions parliament,,5774 ,"['stronger ties', 'friday emphasised', 'fourth sessions']"
478,iran summons swiss envoy us killing soleimani,https://timesofindia.indiatimes.com/world/middle-east/iran-summons-swiss-envoy-over-us-killing-of-soleimani/articleshow/73081241.cms,tehran friday summoned official swiss embassy represents us interests iran condemn killing one top commanders qasem soleimani american forces followin,tehran friday summoned official swiss embassy represents us interests iran condemn killing one top commanders qasem soleimani american forces following assassination general soleimani us forces swiss charge daffaires summoned irans serious condemnation conveyed irans foreign ministry spokesman abbas mousavi tweeted,1468 ,"['us killing', 'represents us interests', '\\"" followin ...""', 'top commanders', 'swiss embassy', 'qasem soleimani', 'friday summoned', 'american forces']"
479,today durbar pre release event,https://www.newspointapp.com/telugu-news/publisher-telugumirchi-telugu/top-news/articleshow/14504820484963462d51512801ae860f2f271d9a,wall wall wall first rajinikanth going start wallpaper durbar,wall wall wall first rajinikanth going start wallpaper durbar,6732 ,['durbar ...']
480,chennai outdated tech staff crunch put flights city risk,https://timesofindia.indiatimes.com/city/chennai/chennai-outdated-tech-staff-crunch-put-flights-over-city-at-risk/articleshow/73082148.cms,chennai airport ready handle flights end new terminal rapid exit taxiways parallel taxiway main runway built cost little,chennai airport ready handle flights end new terminal rapid exit taxiways parallel taxiway main runway built cost little crore become operational development air traffic control infrastructure sync development amenities passengers number new flights frequency additions allowed last attempt improve air traffic control atc done almost decade ago automation commissioned,1676 ,"['outdated tech', 'rapid exit taxiways', '₹ 2', 'parallel taxiway', 'new terminal', 'main runway', 'chennai airport', '00 ...']"
481,fierce fire residential society flat noida,https://navbharattimes.indiatimes.com/video/news/massive-fire-in-apex-athena-society-apartment-in-noida/videoshow/73080820.cms,fire broke residential society flat sector noida causing panic hurry fire brigade vehicles reached spot fire controlled casualties accident,fire broke residential society flat sector noida causing panic hurry fire brigade vehicles reached spot fire controlled casualties accident,5974 ,"['residential society flat', 'fierce fire', 'residential society flat', 'sector 75', 'fire broke', 'causing panic', 'accident ...']"
